"Dist Code","Year","State Code","State Name","Dist Name","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)"
"30","1996","6","Madhya Pradesh","Ujjain","0.6","1.4","2333.0"
"30","1997","6","Madhya Pradesh","Ujjain","0.38","0.9","2368.0"
"30","1998","6","Madhya Pradesh","Ujjain","0.4","0.9","2250.0"
"30","1999","6","Madhya Pradesh","Ujjain","0.3","0.9","3000.0"
"30","2000","6","Madhya Pradesh","Ujjain","0.2","0.3","1500.0"
"30","2001","6","Madhya Pradesh","Ujjain","0.2","0.3","1500.0"
"30","2002","6","Madhya Pradesh","Ujjain","0.2","0.3","1500.0"
"30","2003","6","Madhya Pradesh","Ujjain","0.1","0.3","3000.0"
"30","2004","6","Madhya Pradesh","Ujjain","0.15","0.21","1400.0"
"30","2005","6","Madhya Pradesh","Ujjain","0.17","0.17","1000.0"
"30","2006","6","Madhya Pradesh","Ujjain","0.18","0.37","2056.0"
"30","2007","6","Madhya Pradesh","Ujjain","0.1","0.3","3000.0"
"30","2008","6","Madhya Pradesh","Ujjain","0.1","0.2","2000.0"
"30","2009","6","Madhya Pradesh","Ujjain","0.1","0.2","2000.0"
"30","2010","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2011","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2012","6","Madhya Pradesh","Ujjain","0.01","0.02","2000.0"
"30","2013","6","Madhya Pradesh","Ujjain","0.03","0.1","3333.0"
"30","2014","6","Madhya Pradesh","Ujjain","2.0","4.0","2000.0"
"30","2015","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2016","6","Madhya Pradesh","Ujjain","0.0","0.0","0.0"
"30","2017","6","Madhya Pradesh","Ujjain","0.02","0.01","300.0"
"31","1990","6","Madhya Pradesh","Mandsaur","0.35","1.4","4000.0"
"31","1991","6","Madhya Pradesh","Mandsaur","1.04","4.4","4231.0"
"31","1992","6","Madhya Pradesh","Mandsaur","0.95","3.8","4000.0"
"31","1993","6","Madhya Pradesh","Mandsaur","0.3","1.2","4000.0"
"31","1994","6","Madhya Pradesh","Mandsaur","0.2","1.0","5000.0"
"31","1995","6","Madhya Pradesh","Mandsaur","0.2","1.0","5000.0"
"31","1996","6","Madhya Pradesh","Mandsaur","0.3","1.5","5000.0"
"31","1997","6","Madhya Pradesh","Mandsaur","0.14","0.6","4286.0"
"31","1998","6","Madhya Pradesh","Mandsaur","0.2","0.7","3500.0"
"31","1999","6","Madhya Pradesh","Mandsaur","0.0","0.1","0.0"
"31","2000","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2001","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2002","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2003","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2004","6","Madhya Pradesh","Mandsaur","0.01","0.02","2000.0"
"31","2005","6","Madhya Pradesh","Mandsaur","0.01","0.01","1000.0"
"31","2006","6","Madhya Pradesh","Mandsaur","0.02","0.03","1500.0"
"31","2007","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2008","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2009","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2010","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2011","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2012","6","Madhya Pradesh","Mandsaur","0.0","0.01","0.0"
"31","2013","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2014","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2015","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2016","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"31","2017","6","Madhya Pradesh","Mandsaur","0.0","0.0","0.0"
"32","1990","6","Madhya Pradesh","Dewas","4.31","9.2","2135.0"
"32","1991","6","Madhya Pradesh","Dewas","3.29","6.9","2097.0"
"32","1992","6","Madhya Pradesh","Dewas","3.34","7.1","2126.0"
"32","1993","6","Madhya Pradesh","Dewas","1.67","3.5","2096.0"
"32","1994","6","Madhya Pradesh","Dewas","2.7","5.4","2000.0"
"32","1995","6","Madhya Pradesh","Dewas","2.4","4.7","1958.0"
"32","1996","6","Madhya Pradesh","Dewas","3.2","6.5","2031.0"
"32","1997","6","Madhya Pradesh","Dewas","3.37","6.7","1988.0"
"32","1998","6","Madhya Pradesh","Dewas","2.8","5.8","2071.0"
"32","1999","6","Madhya Pradesh","Dewas","3.0","5.9","1967.0"
"32","2000","6","Madhya Pradesh","Dewas","2.2","4.4","2000.0"
"32","2001","6","Madhya Pradesh","Dewas","1.7","3.1","1824.0"
"32","2002","6","Madhya Pradesh","Dewas","2.0","3.7","1850.0"
"32","2003","6","Madhya Pradesh","Dewas","1.5","2.9","1933.0"
"32","2004","6","Madhya Pradesh","Dewas","1.32","0.68","515.0"
"32","2005","6","Madhya Pradesh","Dewas","1.13","1.77","1566.0"
"32","2006","6","Madhya Pradesh","Dewas","1.08","0.39","361.0"
"32","2007","6","Madhya Pradesh","Dewas","0.9","1.9","2111.0"
"32","2008","6","Madhya Pradesh","Dewas","0.3","0.7","2333.0"
"32","2009","6","Madhya Pradesh","Dewas","0.3","0.7","2333.0"
"32","2010","6","Madhya Pradesh","Dewas","0.4","0.8","2000.0"
"32","2011","6","Madhya Pradesh","Dewas","0.3","0.7","2333.0"
"32","2012","6","Madhya Pradesh","Dewas","0.22","0.65","2955.0"
"32","2013","6","Madhya Pradesh","Dewas","0.1","0.29","2900.0"
"32","2014","6","Madhya Pradesh","Dewas","3.0","4.0","1333.0"
"32","2015","6","Madhya Pradesh","Dewas","0.0","0.0","0.0"
"32","2016","6","Madhya Pradesh","Dewas","0.0","0.0","0.0"
"32","2017","6","Madhya Pradesh","Dewas","0.1","0.03","310.0"
"33","1990","6","Madhya Pradesh","Dhar","0.56","0.9","1607.0"
"33","1991","6","Madhya Pradesh","Dhar","0.85","1.0","1176.0"
"33","1992","6","Madhya Pradesh","Dhar","0.33","0.6","1818.0"
"33","1993","6","Madhya Pradesh","Dhar","0.24","0.4","1667.0"
"33","1994","6","Madhya Pradesh","Dhar","0.4","0.6","1500.0"
"33","1995","6","Madhya Pradesh","Dhar","0.4","0.7","1750.0"
"33","1996","6","Madhya Pradesh","Dhar","1.0","2.0","2000.0"
"33","1997","6","Madhya Pradesh","Dhar","0.47","0.9","1915.0"
"33","1998","6","Madhya Pradesh","Dhar","0.7","1.3","1857.0"
"33","1999","6","Madhya Pradesh","Dhar","0.3","0.6","2000.0"
"33","2000","6","Madhya Pradesh","Dhar","0.4","0.7","1750.0"
"33","2001","6","Madhya Pradesh","Dhar","0.4","0.8","2000.0"
"33","2002","6","Madhya Pradesh","Dhar","0.5","0.9","1800.0"
"33","2003","6","Madhya Pradesh","Dhar","0.6","1.2","2000.0"
"33","2004","6","Madhya Pradesh","Dhar","1.35","1.35","1000.0"
"33","2005","6","Madhya Pradesh","Dhar","1.28","1.15","898.0"
"33","2006","6","Madhya Pradesh","Dhar","1.77","1.4","791.0"
"33","2007","6","Madhya Pradesh","Dhar","1.1","2.2","2000.0"
"33","2008","6","Madhya Pradesh","Dhar","0.8","1.6","2000.0"
"33","2009","6","Madhya Pradesh","Dhar","0.7","1.3","1857.0"
"33","2010","6","Madhya Pradesh","Dhar","0.7","1.5","2143.0"
"33","2011","6","Madhya Pradesh","Dhar","1.0","1.7","1700.0"
"33","2012","6","Madhya Pradesh","Dhar","0.78","1.54","1974.0"
"33","2013","6","Madhya Pradesh","Dhar","0.87","2.48","2851.0"
"33","2014","6","Madhya Pradesh","Dhar","1.0","3.0","3000.0"
"33","2015","6","Madhya Pradesh","Dhar","3.0","14.0","4667.0"
"33","2016","6","Madhya Pradesh","Dhar","0.0","0.0","0.0"
"33","2017","6","Madhya Pradesh","Dhar","0.21","0.13","614.0"
"34","1990","6","Madhya Pradesh","Jhabua","0.03","0.1","3333.0"
"34","1991","6","Madhya Pradesh","Jhabua","0.05","0.1","2000.0"
"34","1992","6","Madhya Pradesh","Jhabua","0.03","0.1","3333.0"
"34","1993","6","Madhya Pradesh","Jhabua","0.02","0.1","5000.0"
"34","1994","6","Madhya Pradesh","Jhabua","0.0","0.1","0.0"
"34","1995","6","Madhya Pradesh","Jhabua","0.0","0.1","0.0"
"34","1996","6","Madhya Pradesh","Jhabua","0.0","0.1","0.0"
"34","1997","6","Madhya Pradesh","Jhabua","0.03","0.1","3333.0"
"34","1998","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","1999","6","Madhya Pradesh","Jhabua","0.0","0.1","0.0"
"34","2000","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2001","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2002","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2003","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2004","6","Madhya Pradesh","Jhabua","0.01","0.04","4000.0"
"34","2005","6","Madhya Pradesh","Jhabua","0.03","0.05","1667.0"
"34","2006","6","Madhya Pradesh","Jhabua","0.03","0.06","2000.0"
"34","2007","6","Madhya Pradesh","Jhabua","0.0","0.1","0.0"
"34","2008","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2009","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2010","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2011","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2012","6","Madhya Pradesh","Jhabua","0.01","0.05","5000.0"
"34","2013","6","Madhya Pradesh","Jhabua","0.01","0.04","4000.0"
"34","2014","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2015","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2016","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"34","2017","6","Madhya Pradesh","Jhabua","0.0","0.0","0.0"
"35","1990","6","Madhya Pradesh","Khargone","1.76","5.4","3068.0"
"35","1991","6","Madhya Pradesh","Khargone","1.58","5.1","3228.0"
"35","1992","6","Madhya Pradesh","Khargone","1.68","5.1","3036.0"
"35","1993","6","Madhya Pradesh","Khargone","1.14","3.6","3158.0"
"35","1994","6","Madhya Pradesh","Khargone","1.8","5.6","3111.0"
"35","1995","6","Madhya Pradesh","Khargone","2.6","7.8","3000.0"
"35","1996","6","Madhya Pradesh","Khargone","2.5","8.6","3440.0"
"35","1997","6","Madhya Pradesh","Khargone","2.68","8.4","3134.0"
"35","1998","6","Madhya Pradesh","Khargone","3.1","10.1","3258.0"
"35","1999","6","Madhya Pradesh","Khargone","0.8","2.7","3375.0"
"35","2000","6","Madhya Pradesh","Khargone","1.0","2.3","2300.0"
"35","2001","6","Madhya Pradesh","Khargone","0.9","2.8","3111.0"
"35","2002","6","Madhya Pradesh","Khargone","0.8","2.8","3500.0"
"35","2003","6","Madhya Pradesh","Khargone","1.0","3.4","3400.0"
"35","2004","6","Madhya Pradesh","Khargone","1.87","3.83","2048.0"
"35","2005","6","Madhya Pradesh","Khargone","2.13","4.34","2038.0"
"35","2006","6","Madhya Pradesh","Khargone","2.27","5.13","2260.0"
"35","2007","6","Madhya Pradesh","Khargone","1.1","3.7","3364.0"
"35","2008","6","Madhya Pradesh","Khargone","0.9","3.0","3333.0"
"35","2009","6","Madhya Pradesh","Khargone","0.8","2.7","3375.0"
"35","2010","6","Madhya Pradesh","Khargone","0.6","2.3","3833.0"
"35","2011","6","Madhya Pradesh","Khargone","0.6","1.6","2667.0"
"35","2012","6","Madhya Pradesh","Khargone","0.73","2.81","3849.0"
"35","2013","6","Madhya Pradesh","Khargone","1.14","5.52","4842.0"
"35","2014","6","Madhya Pradesh","Khargone","5.0","8.0","1600.0"
"35","2015","6","Madhya Pradesh","Khargone","10.0","47.0","4700.0"
"35","2016","6","Madhya Pradesh","Khargone","0.0","0.0","0.0"
"35","2017","6","Madhya Pradesh","Khargone","0.89","0.53","593.0"
"36","1990","6","Madhya Pradesh","Khandwa","0.93","3.3","3548.0"
"36","1991","6","Madhya Pradesh","Khandwa","1.74","6.8","3908.0"
"36","1992","6","Madhya Pradesh","Khandwa","1.08","4.0","3704.0"
"36","1993","6","Madhya Pradesh","Khandwa","0.89","3.1","3483.0"
"36","1994","6","Madhya Pradesh","Khandwa","1.4","4.9","3500.0"
"36","1995","6","Madhya Pradesh","Khandwa","2.6","10.0","3846.0"
"36","1996","6","Madhya Pradesh","Khandwa","2.5","10.3","4120.0"
"36","1997","6","Madhya Pradesh","Khandwa","1.93","7.2","3731.0"
"36","1998","6","Madhya Pradesh","Khandwa","1.9","7.4","3895.0"
"36","1999","6","Madhya Pradesh","Khandwa","1.9","9.3","4895.0"
"36","2000","6","Madhya Pradesh","Khandwa","2.9","12.7","4379.0"
"36","2001","6","Madhya Pradesh","Khandwa","2.4","10.8","4500.0"
"36","2002","6","Madhya Pradesh","Khandwa","2.6","11.9","4577.0"
"36","2003","6","Madhya Pradesh","Khandwa","0.3","1.4","4667.0"
"36","2004","6","Madhya Pradesh","Khandwa","0.32","0.86","2688.0"
"36","2005","6","Madhya Pradesh","Khandwa","0.29","0.72","2483.0"
"36","2006","6","Madhya Pradesh","Khandwa","0.21","0.65","3095.0"
"36","2007","6","Madhya Pradesh","Khandwa","0.2","0.8","4000.0"
"36","2008","6","Madhya Pradesh","Khandwa","0.2","1.0","5000.0"
"36","2009","6","Madhya Pradesh","Khandwa","0.1","0.5","5000.0"
"36","2010","6","Madhya Pradesh","Khandwa","0.2","0.6","3000.0"
"36","2011","6","Madhya Pradesh","Khandwa","0.1","0.3","3000.0"
"36","2012","6","Madhya Pradesh","Khandwa","0.23","1.06","4609.0"
"36","2013","6","Madhya Pradesh","Khandwa","0.2","0.99","4950.0"
"36","2014","6","Madhya Pradesh","Khandwa","2.0","5.0","2500.0"
"36","2015","6","Madhya Pradesh","Khandwa","0.0","0.0","0.0"
"36","2016","6","Madhya Pradesh","Khandwa","0.0","0.0","0.0"
"36","2017","6","Madhya Pradesh","Khandwa","0.61","0.34","557.0"
"37","1990","6","Madhya Pradesh","Sehore","2.54","11.0","4331.0"
"37","1991","6","Madhya Pradesh","Sehore","2.45","10.0","4082.0"
"37","1992","6","Madhya Pradesh","Sehore","2.37","9.0","3797.0"
"37","1993","6","Madhya Pradesh","Sehore","1.64","6.7","4085.0"
"37","1994","6","Madhya Pradesh","Sehore","1.4","5.5","3929.0"
"37","1995","6","Madhya Pradesh","Sehore","3.0","15.3","5100.0"
"37","1996","6","Madhya Pradesh","Sehore","4.5","20.2","4489.0"
"37","1997","6","Madhya Pradesh","Sehore","1.58","6.6","4177.0"
"37","1998","6","Madhya Pradesh","Sehore","2.9","14.0","4828.0"
"37","1999","6","Madhya Pradesh","Sehore","1.8","8.7","4833.0"
"37","2000","6","Madhya Pradesh","Sehore","1.6","6.7","4188.0"
"37","2001","6","Madhya Pradesh","Sehore","1.1","4.9","4455.0"
"37","2002","6","Madhya Pradesh","Sehore","2.1","11.3","5381.0"
"37","2003","6","Madhya Pradesh","Sehore","1.8","9.7","5389.0"
"37","2004","6","Madhya Pradesh","Sehore","2.41","8.48","3519.0"
"37","2005","6","Madhya Pradesh","Sehore","2.27","8.03","3537.0"
"37","2006","6","Madhya Pradesh","Sehore","2.35","4.27","1817.0"
"37","2007","6","Madhya Pradesh","Sehore","1.4","6.1","4357.0"
"37","2008","6","Madhya Pradesh","Sehore","1.8","7.8","4333.0"
"37","2009","6","Madhya Pradesh","Sehore","0.5","2.7","5400.0"
"37","2010","6","Madhya Pradesh","Sehore","1.5","8.6","5733.0"
"37","2011","6","Madhya Pradesh","Sehore","2.7","13.1","4852.0"
"37","2012","6","Madhya Pradesh","Sehore","1.68","9.37","5577.0"
"37","2013","6","Madhya Pradesh","Sehore","0.77","3.8","4935.0"
"37","2014","6","Madhya Pradesh","Sehore","3.0","4.0","1333.0"
"37","2015","6","Madhya Pradesh","Sehore","0.0","0.0","0.0"
"37","2016","6","Madhya Pradesh","Sehore","0.0","0.0","0.0"
"37","2017","6","Madhya Pradesh","Sehore","0.56","0.29","523.0"
"38","1990","6","Madhya Pradesh","Raisen","0.02","0.0","0.0"
"38","1991","6","Madhya Pradesh","Raisen","0.02","0.1","5000.0"
"38","1992","6","Madhya Pradesh","Raisen","0.02","0.0","0.0"
"38","1993","6","Madhya Pradesh","Raisen","0.03","0.1","3333.0"
"38","1994","6","Madhya Pradesh","Raisen","0.0","0.1","0.0"
"38","1995","6","Madhya Pradesh","Raisen","0.0","0.1","0.0"
"38","1996","6","Madhya Pradesh","Raisen","0.1","0.1","1000.0"
"38","1997","6","Madhya Pradesh","Raisen","0.03","0.1","3333.0"
"38","1998","6","Madhya Pradesh","Raisen","0.1","0.1","1000.0"
"38","1999","6","Madhya Pradesh","Raisen","0.0","0.1","0.0"
"38","2000","6","Madhya Pradesh","Raisen","0.0","0.1","0.0"
"38","2001","6","Madhya Pradesh","Raisen","0.1","0.2","2000.0"
"38","2002","6","Madhya Pradesh","Raisen","0.1","0.1","1000.0"
"38","2003","6","Madhya Pradesh","Raisen","0.0","0.0","0.0"
"38","2004","6","Madhya Pradesh","Raisen","0.53","0.26","491.0"
"38","2005","6","Madhya Pradesh","Raisen","1.76","0.57","324.0"
"38","2006","6","Madhya Pradesh","Raisen","2.45","2.4","980.0"
"38","2007","6","Madhya Pradesh","Raisen","1.8","3.0","1667.0"
"38","2008","6","Madhya Pradesh","Raisen","0.4","0.7","1750.0"
"38","2009","6","Madhya Pradesh","Raisen","1.2","1.9","1583.0"
"38","2010","6","Madhya Pradesh","Raisen","1.5","2.4","1600.0"
"38","2011","6","Madhya Pradesh","Raisen","1.5","1.9","1267.0"
"38","2012","6","Madhya Pradesh","Raisen","1.15","1.54","1339.0"
"38","2013","6","Madhya Pradesh","Raisen","0.28","0.56","2000.0"
"38","2014","6","Madhya Pradesh","Raisen","1.0","5.0","5000.0"
"38","2015","6","Madhya Pradesh","Raisen","1.0","2.0","2000.0"
"38","2016","6","Madhya Pradesh","Raisen","0.0","0.0","0.0"
"38","2017","6","Madhya Pradesh","Raisen","0.0","0.0","0.0"
"39","1990","6","Madhya Pradesh","Vidisha","0.28","0.5","1786.0"
"39","1991","6","Madhya Pradesh","Vidisha","0.24","0.4","1667.0"
"39","1992","6","Madhya Pradesh","Vidisha","0.29","0.5","1724.0"
"39","1993","6","Madhya Pradesh","Vidisha","0.15","0.2","1333.0"
"39","1994","6","Madhya Pradesh","Vidisha","0.1","0.2","2000.0"
"39","1995","6","Madhya Pradesh","Vidisha","0.3","0.5","1667.0"
"39","1996","6","Madhya Pradesh","Vidisha","0.3","0.5","1667.0"
"39","1997","6","Madhya Pradesh","Vidisha","0.11","0.2","1818.0"
"39","1998","6","Madhya Pradesh","Vidisha","0.2","0.4","2000.0"
"39","1999","6","Madhya Pradesh","Vidisha","0.1","0.3","3000.0"
"39","2000","6","Madhya Pradesh","Vidisha","0.2","0.4","2000.0"
"39","2001","6","Madhya Pradesh","Vidisha","0.2","0.3","1500.0"
"39","2002","6","Madhya Pradesh","Vidisha","0.1","0.3","3000.0"
"39","2003","6","Madhya Pradesh","Vidisha","0.1","0.2","2000.0"
"39","2004","6","Madhya Pradesh","Vidisha","0.28","0.1","357.0"
"39","2005","6","Madhya Pradesh","Vidisha","0.27","0.14","519.0"
"39","2006","6","Madhya Pradesh","Vidisha","0.43","0.16","372.0"
"39","2007","6","Madhya Pradesh","Vidisha","0.2","0.4","2000.0"
"39","2008","6","Madhya Pradesh","Vidisha","0.2","0.3","1500.0"
"39","2009","6","Madhya Pradesh","Vidisha","0.2","0.5","2500.0"
"39","2010","6","Madhya Pradesh","Vidisha","0.2","0.4","2000.0"
"39","2011","6","Madhya Pradesh","Vidisha","0.1","0.1","1000.0"
"39","2012","6","Madhya Pradesh","Vidisha","0.22","0.44","2000.0"
"39","2013","6","Madhya Pradesh","Vidisha","0.05","0.1","2000.0"
"39","2014","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0"
"39","2015","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0"
"39","2016","6","Madhya Pradesh","Vidisha","0.0","0.0","0.0"
"39","2017","6","Madhya Pradesh","Vidisha","0.06","0.02","383.0"
"40","1990","6","Madhya Pradesh","Betul","1.57","5.9","3758.0"
"40","1991","6","Madhya Pradesh","Betul","1.73","6.2","3584.0"
"40","1992","6","Madhya Pradesh","Betul","2.54","8.8","3465.0"
"40","1993","6","Madhya Pradesh","Betul","1.26","4.6","3651.0"
"40","1994","6","Madhya Pradesh","Betul","2.1","8.3","3952.0"
"40","1995","6","Madhya Pradesh","Betul","2.9","11.8","4069.0"
"40","1996","6","Madhya Pradesh","Betul","4.6","19.5","4239.0"
"40","1997","6","Madhya Pradesh","Betul","2.48","8.6","3468.0"
"40","1998","6","Madhya Pradesh","Betul","3.0","11.8","3933.0"
"40","1999","6","Madhya Pradesh","Betul","3.9","17.3","4436.0"
"40","2000","6","Madhya Pradesh","Betul","3.4","11.0","3235.0"
"40","2001","6","Madhya Pradesh","Betul","3.2","13.5","4219.0"
"40","2002","6","Madhya Pradesh","Betul","3.4","14.7","4324.0"
"40","2003","6","Madhya Pradesh","Betul","5.5","24.4","4436.0"
"40","2004","6","Madhya Pradesh","Betul","7.37","23.65","3209.0"
"40","2005","6","Madhya Pradesh","Betul","6.76","16.67","2466.0"
"40","2006","6","Madhya Pradesh","Betul","8.07","19.45","2410.0"
"40","2007","6","Madhya Pradesh","Betul","6.4","29.2","4563.0"
"40","2008","6","Madhya Pradesh","Betul","5.4","24.2","4481.0"
"40","2009","6","Madhya Pradesh","Betul","3.8","17.1","4500.0"
"40","2010","6","Madhya Pradesh","Betul","4.1","14.6","3561.0"
"40","2011","6","Madhya Pradesh","Betul","4.1","16.2","3951.0"
"40","2012","6","Madhya Pradesh","Betul","4.04","22.72","5624.0"
"40","2013","6","Madhya Pradesh","Betul","4.86","29.71","6113.0"
"40","2014","6","Madhya Pradesh","Betul","8.0","23.0","2875.0"
"40","2015","6","Madhya Pradesh","Betul","5.0","24.0","4800.0"
"40","2016","6","Madhya Pradesh","Betul","12.0","33.8","2817.0"
"40","2017","6","Madhya Pradesh","Betul","11.29","7.16","634.0"
"41","1990","6","Madhya Pradesh","Rajgarh","0.68","2.0","2941.0"
"41","1991","6","Madhya Pradesh","Rajgarh","0.65","1.6","2462.0"
"41","1992","6","Madhya Pradesh","Rajgarh","0.54","1.5","2778.0"
"41","1993","6","Madhya Pradesh","Rajgarh","0.48","1.3","2708.0"
"41","1994","6","Madhya Pradesh","Rajgarh","0.5","1.5","3000.0"
"41","1995","6","Madhya Pradesh","Rajgarh","0.5","1.4","2800.0"
"41","1996","6","Madhya Pradesh","Rajgarh","0.5","1.4","2800.0"
"41","1997","6","Madhya Pradesh","Rajgarh","0.48","1.3","2708.0"
"41","1998","6","Madhya Pradesh","Rajgarh","0.5","1.3","2600.0"
"41","1999","6","Madhya Pradesh","Rajgarh","0.5","1.3","2600.0"
"41","2000","6","Madhya Pradesh","Rajgarh","0.4","0.9","2250.0"
"41","2001","6","Madhya Pradesh","Rajgarh","0.3","0.7","2333.0"
"41","2002","6","Madhya Pradesh","Rajgarh","0.2","0.3","1500.0"
"41","2003","6","Madhya Pradesh","Rajgarh","0.1","0.4","4000.0"
"41","2004","6","Madhya Pradesh","Rajgarh","0.1","0.26","2600.0"
"41","2005","6","Madhya Pradesh","Rajgarh","0.09","0.17","1889.0"
"41","2006","6","Madhya Pradesh","Rajgarh","0.1","0.24","2400.0"
"41","2007","6","Madhya Pradesh","Rajgarh","0.1","0.2","2000.0"
"41","2008","6","Madhya Pradesh","Rajgarh","0.1","0.2","2000.0"
"41","2009","6","Madhya Pradesh","Rajgarh","0.1","0.2","2000.0"
"41","2010","6","Madhya Pradesh","Rajgarh","0.0","0.1","0.0"
"41","2011","6","Madhya Pradesh","Rajgarh","0.0","0.1","0.0"
"41","2012","6","Madhya Pradesh","Rajgarh","0.01","0.05","5000.0"
"41","2013","6","Madhya Pradesh","Rajgarh","0.0","0.01","0.0"
"41","2014","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0"
"41","2015","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0"
"41","2016","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0"
"41","2017","6","Madhya Pradesh","Rajgarh","0.0","0.0","0.0"
"42","1990","6","Madhya Pradesh","Shajapur","1.72","4.2","2442.0"
"42","1991","6","Madhya Pradesh","Shajapur","1.78","4.6","2584.0"
"42","1992","6","Madhya Pradesh","Shajapur","1.46","3.6","2466.0"
"42","1993","6","Madhya Pradesh","Shajapur","1.12","3.0","2679.0"
"42","1994","6","Madhya Pradesh","Shajapur","1.2","3.2","2667.0"
"42","1995","6","Madhya Pradesh","Shajapur","1.1","3.9","3545.0"
"42","1996","6","Madhya Pradesh","Shajapur","1.4","4.6","3286.0"
"42","1997","6","Madhya Pradesh","Shajapur","1.27","4.2","3307.0"
"42","1998","6","Madhya Pradesh","Shajapur","1.4","4.3","3071.0"
"42","1999","6","Madhya Pradesh","Shajapur","1.2","3.7","3083.0"
"42","2000","6","Madhya Pradesh","Shajapur","1.1","3.7","3364.0"
"42","2001","6","Madhya Pradesh","Shajapur","0.9","2.6","2889.0"
"42","2002","6","Madhya Pradesh","Shajapur","0.7","1.6","2286.0"
"42","2003","6","Madhya Pradesh","Shajapur","0.5","1.4","2800.0"
"42","2004","6","Madhya Pradesh","Shajapur","0.58","1.63","2810.0"
"42","2005","6","Madhya Pradesh","Shajapur","0.42","1.31","3119.0"
"42","2006","6","Madhya Pradesh","Shajapur","0.39","1.13","2897.0"
"42","2007","6","Madhya Pradesh","Shajapur","0.4","1.1","2750.0"
"42","2008","6","Madhya Pradesh","Shajapur","0.2","0.7","3500.0"
"42","2009","6","Madhya Pradesh","Shajapur","0.2","0.6","3000.0"
"42","2010","6","Madhya Pradesh","Shajapur","0.2","0.6","3000.0"
"42","2011","6","Madhya Pradesh","Shajapur","0.2","0.5","2500.0"
"42","2012","6","Madhya Pradesh","Shajapur","0.06","0.17","2833.0"
"42","2013","6","Madhya Pradesh","Shajapur","0.11","0.42","3818.0"
"42","2014","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0"
"42","2015","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0"
"42","2016","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0"
"42","2017","6","Madhya Pradesh","Shajapur","0.0","0.0","0.0"
"43","1990","6","Madhya Pradesh","Hoshangabad","0.23","0.7","3043.0"
"43","1991","6","Madhya Pradesh","Hoshangabad","0.0","0.0","0.0"
"43","1992","6","Madhya Pradesh","Hoshangabad","0.28","0.8","2857.0"
"43","1993","6","Madhya Pradesh","Hoshangabad","0.27","0.8","2963.0"
"43","1994","6","Madhya Pradesh","Hoshangabad","0.2","0.7","3500.0"
"43","1995","6","Madhya Pradesh","Hoshangabad","0.5","1.6","3200.0"
"43","1996","6","Madhya Pradesh","Hoshangabad","0.5","1.7","3400.0"
"43","1997","6","Madhya Pradesh","Hoshangabad","0.25","0.9","3600.0"
"43","1998","6","Madhya Pradesh","Hoshangabad","0.3","1.1","3667.0"
"43","1999","6","Madhya Pradesh","Hoshangabad","0.2","0.6","3000.0"
"43","2000","6","Madhya Pradesh","Hoshangabad","0.2","0.8","4000.0"
"43","2001","6","Madhya Pradesh","Hoshangabad","0.3","0.9","3000.0"
"43","2002","6","Madhya Pradesh","Hoshangabad","0.3","0.8","2667.0"
