"Dist Code","Year","State Code","State Name","Dist Name","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)"
"199","2006","12","Uttar Pradesh","Bareilly","183.32","521.42","2844.0"
"199","2007","12","Uttar Pradesh","Bareilly","191.26","540.42","2826.0"
"199","2008","12","Uttar Pradesh","Bareilly","208.16","620.36","2980.0"
"199","2009","12","Uttar Pradesh","Bareilly","212.16","591.88","2790.0"
"199","2010","12","Uttar Pradesh","Bareilly","212.91","618.97","2907.0"
"199","2011","12","Uttar Pradesh","Bareilly","209.08","681.59","3260.0"
"199","2012","12","Uttar Pradesh","Bareilly","230.27","765.4","3324.0"
"199","2013","12","Uttar Pradesh","Bareilly","200.05","630.35","3151.0"
"199","2014","12","Uttar Pradesh","Bareilly","212.6","395.01","1858.0"
"199","2015","12","Uttar Pradesh","Bareilly","209.61","614.16","2930.0"
"199","2016","12","Uttar Pradesh","Bareilly","214.08","782.67","3656.0"
"199","2017","12","Uttar Pradesh","Bareilly","195.12","716.28","3671.0"
"200","1990","12","Uttar Pradesh","Budaun","242.42","580.02","2393.0"
"200","1991","12","Uttar Pradesh","Budaun","259.81","602.67","2320.0"
"200","1992","12","Uttar Pradesh","Budaun","274.26","574.6","2095.0"
"200","1993","12","Uttar Pradesh","Budaun","280.62","684.11","2438.0"
"200","1994","12","Uttar Pradesh","Budaun","273.91","708.54","2587.0"
"200","1995","12","Uttar Pradesh","Budaun","261.03","661.93","2536.0"
"200","1996","12","Uttar Pradesh","Budaun","249.77","685.95","2746.0"
"200","1997","12","Uttar Pradesh","Budaun","268.47","721.59","2688.0"
"200","1998","12","Uttar Pradesh","Budaun","281.4","811.23","2883.0"
"200","1999","12","Uttar Pradesh","Budaun","283.54","830.39","2929.0"
"200","2000","12","Uttar Pradesh","Budaun","295.96","902.91","3051.0"
"200","2001","12","Uttar Pradesh","Budaun","291.73","873.95","2996.0"
"200","2002","12","Uttar Pradesh","Budaun","285.78","772.86","2704.0"
"200","2003","12","Uttar Pradesh","Budaun","300.15","882.75","2941.0"
"200","2004","12","Uttar Pradesh","Budaun","300.95","751.55","2497.0"
"200","2005","12","Uttar Pradesh","Budaun","292.7","795.16","2717.0"
"200","2006","12","Uttar Pradesh","Budaun","292.51","878.98","3005.0"
"200","2007","12","Uttar Pradesh","Budaun","296.65","845.03","2849.0"
"200","2008","12","Uttar Pradesh","Budaun","299.87","958.82","3197.0"
"200","2009","12","Uttar Pradesh","Budaun","316.36","1097.19","3468.0"
"200","2010","12","Uttar Pradesh","Budaun","315.99","1072.88","3395.0"
"200","2011","12","Uttar Pradesh","Budaun","242.06","863.96","3569.0"
"200","2012","12","Uttar Pradesh","Budaun","153.75","343.01","2231.0"
"200","2013","12","Uttar Pradesh","Budaun","245.39","894.45","3645.0"
"200","2014","12","Uttar Pradesh","Budaun","255.59","538.01","2105.0"
"200","2015","12","Uttar Pradesh","Budaun","251.32","711.5","2831.0"
"200","2016","12","Uttar Pradesh","Budaun","233.62","819.78","3509.0"
"200","2017","12","Uttar Pradesh","Budaun","222.88","822.87","3692.0"
"201","1990","12","Uttar Pradesh","Moradabad","267.23","637.12","2384.0"
"201","1991","12","Uttar Pradesh","Moradabad","269.92","726.49","2692.0"
"201","1992","12","Uttar Pradesh","Moradabad","295.45","732.68","2480.0"
"201","1993","12","Uttar Pradesh","Moradabad","304.3","803.45","2640.0"
"201","1994","12","Uttar Pradesh","Moradabad","289.89","791.0","2729.0"
"201","1995","12","Uttar Pradesh","Moradabad","265.82","718.36","2702.0"
"201","1996","12","Uttar Pradesh","Moradabad","252.78","786.3","3111.0"
"201","1997","12","Uttar Pradesh","Moradabad","167.35","474.19","2834.0"
"201","1998","12","Uttar Pradesh","Moradabad","170.14","479.69","2819.0"
"201","1999","12","Uttar Pradesh","Moradabad","181.45","561.82","3096.0"
"201","2000","12","Uttar Pradesh","Moradabad","196.9","623.38","3166.0"
"201","2001","12","Uttar Pradesh","Moradabad","197.48","623.13","3155.0"
"201","2002","12","Uttar Pradesh","Moradabad","195.26","575.0","2945.0"
"201","2003","12","Uttar Pradesh","Moradabad","206.41","653.95","3168.0"
"201","2004","12","Uttar Pradesh","Moradabad","213.19","548.75","2574.0"
"201","2005","12","Uttar Pradesh","Moradabad","205.98","577.23","2802.0"
"201","2006","12","Uttar Pradesh","Moradabad","193.91","587.63","3030.0"
"201","2007","12","Uttar Pradesh","Moradabad","195.35","574.33","2940.0"
"201","2008","12","Uttar Pradesh","Moradabad","202.01","652.46","3230.0"
"201","2009","12","Uttar Pradesh","Moradabad","204.33","612.57","2998.0"
"201","2010","12","Uttar Pradesh","Moradabad","203.54","635.77","3124.0"
"201","2011","12","Uttar Pradesh","Moradabad","118.87","369.57","3109.0"
"201","2012","12","Uttar Pradesh","Moradabad","118.32","362.77","3066.0"
"201","2013","12","Uttar Pradesh","Moradabad","122.02","394.36","3232.0"
"201","2014","12","Uttar Pradesh","Moradabad","122.23","196.92","1611.0"
"201","2015","12","Uttar Pradesh","Moradabad","121.76","375.56","3084.0"
"201","2016","12","Uttar Pradesh","Moradabad","118.93","417.79","3513.0"
"201","2017","12","Uttar Pradesh","Moradabad","123.23","456.08","3701.0"
"202","1990","12","Uttar Pradesh","Shahjahanpur","214.12","528.25","2467.0"
"202","1991","12","Uttar Pradesh","Shahjahanpur","216.89","571.1","2633.0"
"202","1992","12","Uttar Pradesh","Shahjahanpur","232.95","552.53","2372.0"
"202","1993","12","Uttar Pradesh","Shahjahanpur","241.13","582.24","2415.0"
"202","1994","12","Uttar Pradesh","Shahjahanpur","240.51","755.3","3140.0"
"202","1995","12","Uttar Pradesh","Shahjahanpur","228.95","675.45","2950.0"
"202","1996","12","Uttar Pradesh","Shahjahanpur","236.33","757.41","3205.0"
"202","1997","12","Uttar Pradesh","Shahjahanpur","216.5","667.05","3081.0"
"202","1998","12","Uttar Pradesh","Shahjahanpur","243.7","674.46","2768.0"
"202","1999","12","Uttar Pradesh","Shahjahanpur","252.1","799.25","3170.0"
"202","2000","12","Uttar Pradesh","Shahjahanpur","257.83","844.82","3277.0"
"202","2001","12","Uttar Pradesh","Shahjahanpur","260.16","857.66","3297.0"
"202","2002","12","Uttar Pradesh","Shahjahanpur","242.04","768.27","3174.0"
"202","2003","12","Uttar Pradesh","Shahjahanpur","252.37","808.69","3204.0"
"202","2004","12","Uttar Pradesh","Shahjahanpur","252.57","782.58","3098.0"
"202","2005","12","Uttar Pradesh","Shahjahanpur","246.77","866.14","3510.0"
"202","2006","12","Uttar Pradesh","Shahjahanpur","249.18","861.6","3458.0"
"202","2007","12","Uttar Pradesh","Shahjahanpur","255.92","924.69","3613.0"
"202","2008","12","Uttar Pradesh","Shahjahanpur","255.28","920.04","3604.0"
"202","2009","12","Uttar Pradesh","Shahjahanpur","252.67","904.6","3580.0"
"202","2010","12","Uttar Pradesh","Shahjahanpur","252.14","906.58","3596.0"
"202","2011","12","Uttar Pradesh","Shahjahanpur","257.2","993.15","3861.0"
"202","2012","12","Uttar Pradesh","Shahjahanpur","136.89","494.32","3611.0"
"202","2013","12","Uttar Pradesh","Shahjahanpur","255.24","934.69","3662.0"
"202","2014","12","Uttar Pradesh","Shahjahanpur","260.46","517.02","1985.0"
"202","2015","12","Uttar Pradesh","Shahjahanpur","253.36","889.04","3509.0"
"202","2016","12","Uttar Pradesh","Shahjahanpur","250.68","1054.36","4206.0"
"202","2017","12","Uttar Pradesh","Shahjahanpur","247.7","989.81","3996.0"
"203","1990","12","Uttar Pradesh","Pilibhit","131.33","311.43","2371.0"
"203","1991","12","Uttar Pradesh","Pilibhit","130.99","342.94","2618.0"
"203","1992","12","Uttar Pradesh","Pilibhit","144.25","340.96","2364.0"
"203","1993","12","Uttar Pradesh","Pilibhit","148.17","366.92","2476.0"
"203","1994","12","Uttar Pradesh","Pilibhit","142.77","397.5","2784.0"
"203","1995","12","Uttar Pradesh","Pilibhit","136.19","369.3","2712.0"
"203","1996","12","Uttar Pradesh","Pilibhit","133.13","420.18","3156.0"
"203","1997","12","Uttar Pradesh","Pilibhit","138.4","336.03","2428.0"
"203","1998","12","Uttar Pradesh","Pilibhit","141.95","391.65","2759.0"
"203","1999","12","Uttar Pradesh","Pilibhit","140.53","489.3","3482.0"
"203","2000","12","Uttar Pradesh","Pilibhit","141.61","458.18","3236.0"
"203","2001","12","Uttar Pradesh","Pilibhit","140.99","429.99","3050.0"
"203","2002","12","Uttar Pradesh","Pilibhit","149.64","449.37","3003.0"
"203","2003","12","Uttar Pradesh","Pilibhit","162.55","498.14","3065.0"
"203","2004","12","Uttar Pradesh","Pilibhit","173.25","536.75","3098.0"
"203","2005","12","Uttar Pradesh","Pilibhit","158.82","522.67","3291.0"
"203","2006","12","Uttar Pradesh","Pilibhit","144.85","483.36","3337.0"
"203","2007","12","Uttar Pradesh","Pilibhit","148.15","547.42","3695.0"
"203","2008","12","Uttar Pradesh","Pilibhit","162.8","591.89","3636.0"
"203","2009","12","Uttar Pradesh","Pilibhit","159.17","538.1","3381.0"
"203","2010","12","Uttar Pradesh","Pilibhit","154.19","584.36","3790.0"
"203","2011","12","Uttar Pradesh","Pilibhit","147.64","574.34","3890.0"
"203","2012","12","Uttar Pradesh","Pilibhit","103.37","330.06","3193.0"
"203","2013","12","Uttar Pradesh","Pilibhit","143.5","525.35","3661.0"
"203","2014","12","Uttar Pradesh","Pilibhit","144.78","371.37","2565.0"
"203","2015","12","Uttar Pradesh","Pilibhit","154.26","598.05","3877.0"
"203","2016","12","Uttar Pradesh","Pilibhit","140.43","589.8","4200.0"
"203","2017","12","Uttar Pradesh","Pilibhit","131.99","559.23","4237.0"
"204","1990","12","Uttar Pradesh","Rampur","108.63","263.27","2424.0"
"204","1991","12","Uttar Pradesh","Rampur","107.05","298.0","2784.0"
"204","1992","12","Uttar Pradesh","Rampur","123.46","362.7","2938.0"
"204","1993","12","Uttar Pradesh","Rampur","126.77","387.45","3056.0"
"204","1994","12","Uttar Pradesh","Rampur","124.3","421.5","3391.0"
"204","1995","12","Uttar Pradesh","Rampur","119.58","397.04","3320.0"
"204","1996","12","Uttar Pradesh","Rampur","106.47","352.91","3315.0"
"204","1997","12","Uttar Pradesh","Rampur","113.54","355.42","3130.0"
"204","1998","12","Uttar Pradesh","Rampur","123.48","399.83","3238.0"
"204","1999","12","Uttar Pradesh","Rampur","129.14","459.51","3558.0"
"204","2000","12","Uttar Pradesh","Rampur","133.69","489.04","3658.0"
"204","2001","12","Uttar Pradesh","Rampur","133.85","466.29","3484.0"
"204","2002","12","Uttar Pradesh","Rampur","127.62","387.86","3039.0"
"204","2003","12","Uttar Pradesh","Rampur","139.28","487.3","3499.0"
"204","2004","12","Uttar Pradesh","Rampur","143.96","429.18","2981.0"
"204","2005","12","Uttar Pradesh","Rampur","142.68","434.1","3042.0"
"204","2006","12","Uttar Pradesh","Rampur","141.25","455.64","3226.0"
"204","2007","12","Uttar Pradesh","Rampur","142.87","482.6","3378.0"
"204","2008","12","Uttar Pradesh","Rampur","147.22","510.65","3469.0"
"204","2009","12","Uttar Pradesh","Rampur","147.42","481.96","3269.0"
"204","2010","12","Uttar Pradesh","Rampur","148.78","507.44","3411.0"
"204","2011","12","Uttar Pradesh","Rampur","145.98","511.61","3505.0"
"204","2012","12","Uttar Pradesh","Rampur","140.32","487.18","3472.0"
"204","2013","12","Uttar Pradesh","Rampur","147.28","508.11","3450.0"
"204","2014","12","Uttar Pradesh","Rampur","147.85","264.64","1790.0"
"204","2015","12","Uttar Pradesh","Rampur","133.65","457.5","3423.0"
"204","2016","12","Uttar Pradesh","Rampur","142.05","556.82","3920.0"
"204","2017","12","Uttar Pradesh","Rampur","149.25","598.2","4008.0"
"205","1990","12","Uttar Pradesh","Bijnor","111.95","259.64","2319.0"
"205","1991","12","Uttar Pradesh","Bijnor","116.79","288.85","2473.0"
"205","1992","12","Uttar Pradesh","Bijnor","127.32","306.98","2411.0"
"205","1993","12","Uttar Pradesh","Bijnor","124.63","295.56","2371.0"
"205","1994","12","Uttar Pradesh","Bijnor","115.84","298.01","2573.0"
"205","1995","12","Uttar Pradesh","Bijnor","110.7","272.0","2457.0"
"205","1996","12","Uttar Pradesh","Bijnor","113.43","309.54","2729.0"
"205","1997","12","Uttar Pradesh","Bijnor","114.07","310.9","2726.0"
"205","1998","12","Uttar Pradesh","Bijnor","114.2","290.32","2542.0"
"205","1999","12","Uttar Pradesh","Bijnor","113.04","324.3","2869.0"
"205","2000","12","Uttar Pradesh","Bijnor","115.9","308.88","2665.0"
"205","2001","12","Uttar Pradesh","Bijnor","108.59","320.2","2949.0"
"205","2002","12","Uttar Pradesh","Bijnor","106.24","290.87","2738.0"
"205","2003","12","Uttar Pradesh","Bijnor","114.54","316.01","2759.0"
"205","2004","12","Uttar Pradesh","Bijnor","111.55","297.13","2664.0"
"205","2005","12","Uttar Pradesh","Bijnor","108.77","298.11","2741.0"
"205","2006","12","Uttar Pradesh","Bijnor","109.46","323.11","2952.0"
"205","2007","12","Uttar Pradesh","Bijnor","110.83","324.3","2926.0"
"205","2008","12","Uttar Pradesh","Bijnor","112.2","335.51","2990.0"
"205","2009","12","Uttar Pradesh","Bijnor","113.74","325.93","2866.0"
"205","2010","12","Uttar Pradesh","Bijnor","110.02","335.44","3049.0"
"205","2011","12","Uttar Pradesh","Bijnor","106.86","342.4","3204.0"
"205","2012","12","Uttar Pradesh","Bijnor","78.24","323.12","4130.0"
"205","2013","12","Uttar Pradesh","Bijnor","147.96","488.84","3304.0"
"205","2014","12","Uttar Pradesh","Bijnor","116.55","315.04","2703.0"
"205","2015","12","Uttar Pradesh","Bijnor","99.7","309.07","3100.0"
"205","2016","12","Uttar Pradesh","Bijnor","148.01","511.68","3457.0"
"205","2017","12","Uttar Pradesh","Bijnor","157.27","569.33","3620.0"
"206","1990","12","Uttar Pradesh","Farrukhabad","135.24","369.32","2731.0"
"206","1991","12","Uttar Pradesh","Farrukhabad","135.85","377.39","2778.0"
"206","1992","12","Uttar Pradesh","Farrukhabad","141.12","389.85","2763.0"
"206","1993","12","Uttar Pradesh","Farrukhabad","146.57","364.49","2487.0"
"206","1994","12","Uttar Pradesh","Farrukhabad","145.23","443.27","3052.0"
"206","1995","12","Uttar Pradesh","Farrukhabad","142.26","412.32","2898.0"
"206","1996","12","Uttar Pradesh","Farrukhabad","143.68","459.48","3198.0"
"206","1997","12","Uttar Pradesh","Farrukhabad","94.53","292.8","3097.0"
"206","1998","12","Uttar Pradesh","Farrukhabad","77.65","236.24","3042.0"
"206","1999","12","Uttar Pradesh","Farrukhabad","74.75","252.91","3383.0"
"206","2000","12","Uttar Pradesh","Farrukhabad","75.61","252.98","3346.0"
"206","2001","12","Uttar Pradesh","Farrukhabad","77.06","258.11","3349.0"
"206","2002","12","Uttar Pradesh","Farrukhabad","72.82","231.45","3178.0"
"206","2003","12","Uttar Pradesh","Farrukhabad","72.12","238.04","3301.0"
"206","2004","12","Uttar Pradesh","Farrukhabad","73.32","214.03","2919.0"
"206","2005","12","Uttar Pradesh","Farrukhabad","70.53","220.64","3128.0"
"206","2006","12","Uttar Pradesh","Farrukhabad","70.97","231.4","3261.0"
"206","2007","12","Uttar Pradesh","Farrukhabad","71.07","225.2","3169.0"
"206","2008","12","Uttar Pradesh","Farrukhabad","71.38","245.28","3436.0"
"206","2009","12","Uttar Pradesh","Farrukhabad","71.5","247.35","3459.0"
"206","2010","12","Uttar Pradesh","Farrukhabad","73.81","264.96","3590.0"
"206","2011","12","Uttar Pradesh","Farrukhabad","73.91","280.25","3792.0"
"206","2012","12","Uttar Pradesh","Farrukhabad","75.38","272.43","3614.0"
"206","2013","12","Uttar Pradesh","Farrukhabad","75.78","263.95","3483.0"
"206","2014","12","Uttar Pradesh","Farrukhabad","77.05","180.33","2340.0"
"206","2015","12","Uttar Pradesh","Farrukhabad","72.69","230.5","3171.0"
"206","2016","12","Uttar Pradesh","Farrukhabad","76.77","301.01","3921.0"
"206","2017","12","Uttar Pradesh","Farrukhabad","75.12","337.88","4498.0"
"207","1990","12","Uttar Pradesh","Etawah","138.54","354.46","2559.0"
"207","1991","12","Uttar Pradesh","Etawah","140.32","413.53","2947.0"
"207","1992","12","Uttar Pradesh","Etawah","146.24","432.46","2957.0"
"207","1993","12","Uttar Pradesh","Etawah","150.64","401.31","2664.0"
"207","1994","12","Uttar Pradesh","Etawah","151.86","438.08","2885.0"
"207","1995","12","Uttar Pradesh","Etawah","152.15","411.21","2703.0"
"207","1996","12","Uttar Pradesh","Etawah","156.84","497.79","3174.0"
"207","1997","12","Uttar Pradesh","Etawah","81.04","193.02","2382.0"
"207","1998","12","Uttar Pradesh","Etawah","81.64","258.74","3169.0"
"207","1999","12","Uttar Pradesh","Etawah","84.51","261.28","3092.0"
"207","2000","12","Uttar Pradesh","Etawah","87.41","239.67","2742.0"
"207","2001","12","Uttar Pradesh","Etawah","87.15","259.93","2983.0"
"207","2002","12","Uttar Pradesh","Etawah","85.85","267.42","3115.0"
"207","2003","12","Uttar Pradesh","Etawah","88.35","275.99","3124.0"
"207","2004","12","Uttar Pradesh","Etawah","89.32","252.43","2826.0"
"207","2005","12","Uttar Pradesh","Etawah","92.41","281.66","3048.0"
"207","2006","12","Uttar Pradesh","Etawah","93.69","307.01","3277.0"
"207","2007","12","Uttar Pradesh","Etawah","92.3","255.92","2773.0"
"207","2008","12","Uttar Pradesh","Etawah","94.71","339.17","3581.0"
"207","2009","12","Uttar Pradesh","Etawah","94.62","275.54","2912.0"
"207","2010","12","Uttar Pradesh","Etawah","94.63","332.02","3509.0"
"207","2011","12","Uttar Pradesh","Etawah","93.89","350.41","3732.0"
"207","2012","12","Uttar Pradesh","Etawah","93.7","366.69","3913.0"
"207","2013","12","Uttar Pradesh","Etawah","96.59","360.66","3734.0"
"207","2014","12","Uttar Pradesh","Etawah","96.64","164.87","1706.0"
"207","2015","12","Uttar Pradesh","Etawah","97.65","324.77","3326.0"
"207","2016","12","Uttar Pradesh","Etawah","99.2","410.7","4140.0"
"207","2017","12","Uttar Pradesh","Etawah","96.03","360.51","3754.0"
"209","1990","12","Uttar Pradesh","Fatehpur","126.0","267.93","2126.0"
"209","1991","12","Uttar Pradesh","Fatehpur","126.48","285.27","2255.0"
"209","1992","12","Uttar Pradesh","Fatehpur","133.4","277.54","2081.0"
"209","1993","12","Uttar Pradesh","Fatehpur","136.33","289.24","2122.0"
"209","1994","12","Uttar Pradesh","Fatehpur","135.87","296.0","2179.0"
"209","1995","12","Uttar Pradesh","Fatehpur","136.85","318.67","2329.0"
"209","1996","12","Uttar Pradesh","Fatehpur","139.95","376.37","2689.0"
"209","1997","12","Uttar Pradesh","Fatehpur","140.17","333.77","2381.0"
"209","1998","12","Uttar Pradesh","Fatehpur","144.45","338.61","2344.0"
"209","1999","12","Uttar Pradesh","Fatehpur","145.63","371.5","2551.0"
"209","2000","12","Uttar Pradesh","Fatehpur","147.26","341.04","2316.0"
"209","2001","12","Uttar Pradesh","Fatehpur","150.75","379.01","2514.0"
"209","2002","12","Uttar Pradesh","Fatehpur","148.59","364.43","2453.0"
"209","2003","12","Uttar Pradesh","Fatehpur","151.77","398.6","2626.0"
"209","2004","12","Uttar Pradesh","Fatehpur","151.43","362.24","2392.0"
"209","2005","12","Uttar Pradesh","Fatehpur","154.31","332.44","2154.0"
"209","2006","12","Uttar Pradesh","Fatehpur","151.57","378.45","2497.0"
"209","2007","12","Uttar Pradesh","Fatehpur","150.17","388.87","2590.0"
"209","2008","12","Uttar Pradesh","Fatehpur","158.2","461.31","2916.0"
"209","2009","12","Uttar Pradesh","Fatehpur","162.03","443.31","2736.0"
"209","2010","12","Uttar Pradesh","Fatehpur","165.37","541.53","3275.0"
"209","2011","12","Uttar Pradesh","Fatehpur","169.58","555.3","3275.0"
"209","2012","12","Uttar Pradesh","Fatehpur","170.68","560.59","3284.0"
"209","2013","12","Uttar Pradesh","Fatehpur","174.45","595.9","3416.0"
"209","2014","12","Uttar Pradesh","Fatehpur","174.25","341.44","1959.0"
"209","2015","12","Uttar Pradesh","Fatehpur","185.39","460.64","2485.0"
"209","2016","12","Uttar Pradesh","Fatehpur","175.8","614.4","3495.0"
"209","2017","12","Uttar Pradesh","Fatehpur","170.17","591.44","3476.0"
"210","1990","12","Uttar Pradesh","Allahabad","241.99","430.14","1778.0"
"210","1991","12","Uttar Pradesh","Allahabad","246.4","521.71","2117.0"
"210","1992","12","Uttar Pradesh","Allahabad","250.31","463.09","1850.0"
"210","1993","12","Uttar Pradesh","Allahabad","224.38","442.05","1970.0"
"210","1994","12","Uttar Pradesh","Allahabad","249.64","553.82","2218.0"
"210","1995","12","Uttar Pradesh","Allahabad","250.9","540.9","2156.0"
"210","1996","12","Uttar Pradesh","Allahabad","253.44","549.26","2167.0"
"210","1997","12","Uttar Pradesh","Allahabad","190.88","398.76","2089.0"
"210","1998","12","Uttar Pradesh","Allahabad","203.4","391.35","1924.0"
"210","1999","12","Uttar Pradesh","Allahabad","208.55","488.18","2341.0"
"210","2000","12","Uttar Pradesh","Allahabad","211.44","479.89","2270.0"
"210","2001","12","Uttar Pradesh","Allahabad","210.11","442.76","2107.0"
"210","2002","12","Uttar Pradesh","Allahabad","214.22","407.51","1902.0"
"210","2003","12","Uttar Pradesh","Allahabad","217.81","549.52","2523.0"
"210","2004","12","Uttar Pradesh","Allahabad","204.83","367.57","1795.0"
"210","2005","12","Uttar Pradesh","Allahabad","211.8","411.2","1941.0"
"210","2006","12","Uttar Pradesh","Allahabad","212.02","494.53","2332.0"
"210","2007","12","Uttar Pradesh","Allahabad","211.38","469.12","2219.0"
"210","2008","12","Uttar Pradesh","Allahabad","215.12","531.77","2472.0"
"210","2009","12","Uttar Pradesh","Allahabad","210.91","452.79","2147.0"
"210","2010","12","Uttar Pradesh","Allahabad","214.0","524.01","2449.0"
"210","2011","12","Uttar Pradesh","Allahabad","215.06","565.23","2628.0"
"210","2012","12","Uttar Pradesh","Allahabad","220.34","549.11","2492.0"
"210","2013","12","Uttar Pradesh","Allahabad","214.42","522.36","2436.0"
"210","2014","12","Uttar Pradesh","Allahabad","213.26","290.83","1364.0"
"210","2015","12","Uttar Pradesh","Allahabad","234.88","449.09","1912.0"
"210","2016","12","Uttar Pradesh","Allahabad","223.34","669.62","2998.0"
"210","2017","12","Uttar Pradesh","Allahabad","210.21","790.67","3761.0"
"211","1990","12","Uttar Pradesh","Jhansi","104.52","189.47","1813.0"
"211","1991","12","Uttar Pradesh","Jhansi","113.14","223.57","1976.0"
"211","1992","12","Uttar Pradesh","Jhansi","113.39","230.76","2035.0"
"211","1993","12","Uttar Pradesh","Jhansi","113.48","230.38","2030.0"
"211","1994","12","Uttar Pradesh","Jhansi","108.84","211.34","1942.0"
"211","1995","12","Uttar Pradesh","Jhansi","107.95","225.66","2090.0"
"211","1996","12","Uttar Pradesh","Jhansi","116.77","277.1","2373.0"
"211","1997","12","Uttar Pradesh","Jhansi","126.33","283.8","2246.0"
"211","1998","12","Uttar Pradesh","Jhansi","118.76","260.93","2197.0"
"211","1999","12","Uttar Pradesh","Jhansi","129.18","338.75","2622.0"
"211","2000","12","Uttar Pradesh","Jhansi","128.98","298.9","2317.0"
"211","2001","12","Uttar Pradesh","Jhansi","130.63","363.14","2780.0"
"211","2002","12","Uttar Pradesh","Jhansi","119.8","306.88","2562.0"
"211","2003","12","Uttar Pradesh","Jhansi","125.42","329.69","2629.0"
"211","2004","12","Uttar Pradesh","Jhansi","105.34","240.04","2279.0"
"211","2005","12","Uttar Pradesh","Jhansi","102.12","220.2","2156.0"
"211","2006","12","Uttar Pradesh","Jhansi","123.7","293.03","2369.0"
"211","2007","12","Uttar Pradesh","Jhansi","116.96","226.12","1933.0"
"211","2008","12","Uttar Pradesh","Jhansi","145.3","394.2","2713.0"
"211","2009","12","Uttar Pradesh","Jhansi","145.18","365.73","2519.0"
"211","2010","12","Uttar Pradesh","Jhansi","160.04","440.09","2750.0"
"211","2011","12","Uttar Pradesh","Jhansi","168.63","527.79","3130.0"
"211","2012","12","Uttar Pradesh","Jhansi","156.09","434.53","2784.0"
"211","2013","12","Uttar Pradesh","Jhansi","153.38","235.38","1535.0"
"211","2014","12","Uttar Pradesh","Jhansi","155.06","183.64","1184.0"
"211","2015","12","Uttar Pradesh","Jhansi","159.54","337.59","2116.0"
"211","2016","12","Uttar Pradesh","Jhansi","167.7","514.97","3071.0"
"211","2017","12","Uttar Pradesh","Jhansi","149.64","394.01","2633.0"
"212","1990","12","Uttar Pradesh","Lalitpur","81.18","139.8","1722.0"
"212","1991","12","Uttar Pradesh","Lalitpur","90.99","145.68","1601.0"
"212","1992","12","Uttar Pradesh","Lalitpur","93.5","178.54","1910.0"
"212","1993","12","Uttar Pradesh","Lalitpur","92.25","164.6","1784.0"
"212","1994","12","Uttar Pradesh","Lalitpur","92.31","188.78","2045.0"
"212","1995","12","Uttar Pradesh","Lalitpur","89.62","177.28","1978.0"
"212","1996","12","Uttar Pradesh","Lalitpur","94.65","174.29","1841.0"
"212","1997","12","Uttar Pradesh","Lalitpur","107.13","197.62","1845.0"
"212","1998","12","Uttar Pradesh","Lalitpur","95.28","181.78","1908.0"
"212","1999","12","Uttar Pradesh","Lalitpur","107.87","218.6","2027.0"
"212","2000","12","Uttar Pradesh","Lalitpur","94.8","152.44","1608.0"
"212","2001","12","Uttar Pradesh","Lalitpur","94.85","172.49","1819.0"
"212","2002","12","Uttar Pradesh","Lalitpur","76.9","126.48","1645.0"
"212","2003","12","Uttar Pradesh","Lalitpur","98.34","198.63","2020.0"
"212","2004","12","Uttar Pradesh","Lalitpur","95.86","191.07","1993.0"
"212","2005","12","Uttar Pradesh","Lalitpur","97.72","158.73","1624.0"
"212","2006","12","Uttar Pradesh","Lalitpur","100.88","187.41","1858.0"
"212","2007","12","Uttar Pradesh","Lalitpur","66.76","104.25","1562.0"
"212","2008","12","Uttar Pradesh","Lalitpur","110.61","237.74","2149.0"
"212","2009","12","Uttar Pradesh","Lalitpur","125.29","297.44","2374.0"
"212","2010","12","Uttar Pradesh","Lalitpur","150.22","354.38","2359.0"
"212","2011","12","Uttar Pradesh","Lalitpur","163.23","432.3","2648.0"
"212","2012","12","Uttar Pradesh","Lalitpur","163.23","437.61","2681.0"
"212","2013","12","Uttar Pradesh","Lalitpur","178.58","372.87","2088.0"
"212","2014","12","Uttar Pradesh","Lalitpur","173.4","367.96","2122.0"
"212","2015","12","Uttar Pradesh","Lalitpur","141.8","246.45","1738.0"
"212","2016","12","Uttar Pradesh","Lalitpur","171.45","525.51","3065.0"
"212","2017","12","Uttar Pradesh","Lalitpur","152.66","424.39","2780.0"
"213","1990","12","Uttar Pradesh","Jalaun","76.83","155.56","2025.0"
"213","1991","12","Uttar Pradesh","Jalaun","80.6","177.76","2205.0"
"213","1992","12","Uttar Pradesh","Jalaun","84.65","184.44","2179.0"
"213","1993","12","Uttar Pradesh","Jalaun","84.87","194.32","2290.0"
"213","1994","12","Uttar Pradesh","Jalaun","89.15","183.1","2054.0"
"213","1995","12","Uttar Pradesh","Jalaun","97.09","231.38","2383.0"
"213","1996","12","Uttar Pradesh","Jalaun","96.47","267.83","2776.0"
"213","1997","12","Uttar Pradesh","Jalaun","107.68","246.62","2290.0"
"213","1998","12","Uttar Pradesh","Jalaun","102.62","292.6","2851.0"
"213","1999","12","Uttar Pradesh","Jalaun","115.81","377.4","3259.0"
"213","2000","12","Uttar Pradesh","Jalaun","117.67","339.14","2882.0"
"213","2001","12","Uttar Pradesh","Jalaun","125.15","412.32","3295.0"
"213","2002","12","Uttar Pradesh","Jalaun","127.2","388.52","3054.0"
"213","2003","12","Uttar Pradesh","Jalaun","130.68","389.79","2983.0"
