"Dist Code","Year","State Code","State Name","Dist Name","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)"
"132","1999","3","Gujarat","Kutch","32.1","7.68","239.0"
"132","2000","3","Gujarat","Kutch","42.8","12.02","281.0"
"132","2001","3","Gujarat","Kutch","58.2","16.29","280.0"
"132","2002","3","Gujarat","Kutch","36.8","11.27","306.0"
"132","2003","3","Gujarat","Kutch","40.2","16.9","420.0"
"132","2004","3","Gujarat","Kutch","54.7","20.69","378.0"
"132","2005","3","Gujarat","Kutch","40.4","23.68","586.0"
"132","2006","3","Gujarat","Kutch","63.9","34.36","538.0"
"132","2007","3","Gujarat","Kutch","56.9","41.04","721.0"
"132","2008","3","Gujarat","Kutch","67.5","44.47","659.0"
"132","2009","3","Gujarat","Kutch","63.5","53.55","843.0"
"132","2010","3","Gujarat","Kutch","76.9","57.31","745.0"
"132","2011","3","Gujarat","Kutch","87.3","66.67","764.0"
"132","2012","3","Gujarat","Kutch","62.8","49.69","791.0"
"132","2013","3","Gujarat","Kutch","78.5","73.3","934.0"
"132","2014","3","Gujarat","Kutch","56.68","54.56","963.0"
"132","2015","3","Gujarat","Kutch","48.84","47.49","972.0"
"132","2016","3","Gujarat","Kutch","42.43","37.77","890.0"
"132","2017","3","Gujarat","Kutch","58.61","45.17","771.0"
"133","1990","3","Gujarat","Mehsana","87.3","16.08","184.0"
"133","1991","3","Gujarat","Mehsana","89.4","17.56","196.0"
"133","1992","3","Gujarat","Mehsana","89.7","23.63","263.0"
"133","1993","3","Gujarat","Mehsana","85.1","21.1","248.0"
"133","1994","3","Gujarat","Mehsana","93.62","-1.0","-1.0"
"133","1995","3","Gujarat","Mehsana","109.9","32.3","294.0"
"133","1996","3","Gujarat","Mehsana","110.9","29.63","267.0"
"133","1997","3","Gujarat","Mehsana","105.2","38.27","364.0"
"133","1998","3","Gujarat","Mehsana","103.2","31.3","303.0"
"133","1999","3","Gujarat","Mehsana","99.5","19.96","201.0"
"133","2000","3","Gujarat","Mehsana","36.9","10.63","288.0"
"133","2001","3","Gujarat","Mehsana","37.5","11.93","318.0"
"133","2002","3","Gujarat","Mehsana","37.3","14.35","385.0"
"133","2003","3","Gujarat","Mehsana","36.8","13.67","371.0"
"133","2004","3","Gujarat","Mehsana","46.7","19.07","408.0"
"133","2005","3","Gujarat","Mehsana","46.3","21.61","467.0"
"133","2006","3","Gujarat","Mehsana","47.7","20.98","440.0"
"133","2007","3","Gujarat","Mehsana","43.4","20.42","471.0"
"133","2008","3","Gujarat","Mehsana","41.3","24.51","593.0"
"133","2009","3","Gujarat","Mehsana","56.3","36.02","640.0"
"133","2010","3","Gujarat","Mehsana","57.2","38.13","667.0"
"133","2011","3","Gujarat","Mehsana","65.2","49.42","758.0"
"133","2012","3","Gujarat","Mehsana","58.4","40.97","702.0"
"133","2013","3","Gujarat","Mehsana","51.26","33.3","650.0"
"133","2014","3","Gujarat","Mehsana","58.84","40.34","686.0"
"133","2015","3","Gujarat","Mehsana","43.23","27.27","631.0"
"133","2016","3","Gujarat","Mehsana","32.67","25.04","766.0"
"133","2017","3","Gujarat","Mehsana","42.26","33.02","781.0"
"134","1990","3","Gujarat","Panchmahal","15.9","2.38","150.0"
"134","1991","3","Gujarat","Panchmahal","14.8","1.48","100.0"
"134","1992","3","Gujarat","Panchmahal","10.9","1.99","183.0"
"134","1993","3","Gujarat","Panchmahal","10.1","2.11","209.0"
"134","1994","3","Gujarat","Panchmahal","10.66","-1.0","-1.0"
"134","1995","3","Gujarat","Panchmahal","10.5","2.36","225.0"
"134","1996","3","Gujarat","Panchmahal","6.9","2.6","377.0"
"134","1997","3","Gujarat","Panchmahal","7.2","2.21","307.0"
"134","1998","3","Gujarat","Panchmahal","7.2","2.74","381.0"
"134","1999","3","Gujarat","Panchmahal","6.6","1.24","188.0"
"134","2000","3","Gujarat","Panchmahal","7.2","0.73","101.0"
"134","2001","3","Gujarat","Panchmahal","8.3","1.36","164.0"
"134","2002","3","Gujarat","Panchmahal","8.3","1.5","181.0"
"134","2003","3","Gujarat","Panchmahal","7.2","3.13","435.0"
"134","2004","3","Gujarat","Panchmahal","10.4","5.73","551.0"
"134","2005","3","Gujarat","Panchmahal","10.4","4.34","417.0"
"134","2006","3","Gujarat","Panchmahal","10.1","2.67","264.0"
"134","2007","3","Gujarat","Panchmahal","9.1","4.27","469.0"
"134","2008","3","Gujarat","Panchmahal","7.2","2.58","358.0"
"134","2009","3","Gujarat","Panchmahal","8.7","3.84","441.0"
"134","2010","3","Gujarat","Panchmahal","9.8","3.11","317.0"
"134","2011","3","Gujarat","Panchmahal","10.1","3.01","298.0"
"134","2012","3","Gujarat","Panchmahal","11.3","4.73","419.0"
"134","2013","3","Gujarat","Panchmahal","11.55","9.17","794.0"
"134","2014","3","Gujarat","Panchmahal","12.05","9.36","777.0"
"134","2015","3","Gujarat","Panchmahal","12.05","6.24","518.0"
"134","2016","3","Gujarat","Panchmahal","9.52","2.88","303.0"
"134","2017","3","Gujarat","Panchmahal","10.76","6.86","638.0"
"135","1990","3","Gujarat","Rajkot","84.9","26.32","310.0"
"135","1991","3","Gujarat","Rajkot","90.3","25.84","286.0"
"135","1992","3","Gujarat","Rajkot","103.1","51.53","500.0"
"135","1993","3","Gujarat","Rajkot","86.2","23.8","276.0"
"135","1994","3","Gujarat","Rajkot","119.23","-1.0","-1.0"
"135","1995","3","Gujarat","Rajkot","123.3","55.15","447.0"
"135","1996","3","Gujarat","Rajkot","151.6","84.05","554.0"
"135","1997","3","Gujarat","Rajkot","148.1","93.45","631.0"
"135","1998","3","Gujarat","Rajkot","161.2","103.79","644.0"
"135","1999","3","Gujarat","Rajkot","151.0","40.07","265.0"
"135","2000","3","Gujarat","Rajkot","177.7","11.75","66.0"
"135","2001","3","Gujarat","Rajkot","183.1","35.9","196.0"
"135","2002","3","Gujarat","Rajkot","172.0","11.73","68.0"
"135","2003","3","Gujarat","Rajkot","168.0","172.01","1024.0"
"135","2004","3","Gujarat","Rajkot","202.8","181.61","896.0"
"135","2005","3","Gujarat","Rajkot","221.0","226.92","1027.0"
"135","2006","3","Gujarat","Rajkot","310.0","261.6","844.0"
"135","2007","3","Gujarat","Rajkot","281.8","252.84","897.0"
"135","2008","3","Gujarat","Rajkot","245.0","190.84","779.0"
"135","2009","3","Gujarat","Rajkot","287.2","215.15","749.0"
"135","2010","3","Gujarat","Rajkot","356.9","281.84","790.0"
"135","2011","3","Gujarat","Rajkot","387.1","309.93","801.0"
"135","2012","3","Gujarat","Rajkot","306.3","83.11","271.0"
"135","2013","3","Gujarat","Rajkot","277.05","270.93","978.0"
"135","2014","3","Gujarat","Rajkot","229.88","161.94","704.0"
"135","2015","3","Gujarat","Rajkot","233.17","32.41","139.0"
"135","2016","3","Gujarat","Rajkot","216.15","15.12","70.0"
"135","2017","3","Gujarat","Rajkot","238.64","239.99","1006.0"
"136","1990","3","Gujarat","Sabarkantha","24.7","7.82","317.0"
"136","1991","3","Gujarat","Sabarkantha","18.5","3.62","196.0"
"136","1992","3","Gujarat","Sabarkantha","15.7","3.74","238.0"
"136","1993","3","Gujarat","Sabarkantha","14.1","4.44","315.0"
"136","1994","3","Gujarat","Sabarkantha","17.26","-1.0","-1.0"
"136","1995","3","Gujarat","Sabarkantha","27.3","10.39","381.0"
"136","1996","3","Gujarat","Sabarkantha","13.9","6.7","482.0"
"136","1997","3","Gujarat","Sabarkantha","36.7","15.33","418.0"
"136","1998","3","Gujarat","Sabarkantha","31.2","14.06","451.0"
"136","1999","3","Gujarat","Sabarkantha","29.8","9.4","315.0"
"136","2000","3","Gujarat","Sabarkantha","33.7","7.34","218.0"
"136","2001","3","Gujarat","Sabarkantha","32.7","8.4","257.0"
"136","2002","3","Gujarat","Sabarkantha","33.3","5.07","152.0"
"136","2003","3","Gujarat","Sabarkantha","37.7","23.82","632.0"
"136","2004","3","Gujarat","Sabarkantha","86.1","49.84","579.0"
"136","2005","3","Gujarat","Sabarkantha","71.3","54.62","766.0"
"136","2006","3","Gujarat","Sabarkantha","93.3","36.3","389.0"
"136","2007","3","Gujarat","Sabarkantha","101.1","51.32","508.0"
"136","2008","3","Gujarat","Sabarkantha","110.1","61.47","558.0"
"136","2009","3","Gujarat","Sabarkantha","112.5","50.58","450.0"
"136","2010","3","Gujarat","Sabarkantha","107.1","58.96","551.0"
"136","2011","3","Gujarat","Sabarkantha","156.6","83.22","531.0"
"136","2012","3","Gujarat","Sabarkantha","138.3","67.32","487.0"
"136","2013","3","Gujarat","Sabarkantha","126.1","50.74","402.0"
"136","2014","3","Gujarat","Sabarkantha","74.14","45.18","609.0"
"136","2015","3","Gujarat","Sabarkantha","76.68","45.86","598.0"
"136","2016","3","Gujarat","Sabarkantha","64.04","34.67","541.0"
"136","2017","3","Gujarat","Sabarkantha","79.81","59.49","745.0"
"137","1990","3","Gujarat","Surat","6.5","4.28","658.0"
"137","1991","3","Gujarat","Surat","6.2","2.24","361.0"
"137","1992","3","Gujarat","Surat","5.9","3.11","527.0"
"137","1993","3","Gujarat","Surat","4.4","2.28","518.0"
"137","1994","3","Gujarat","Surat","1.98","-1.0","-1.0"
"137","1995","3","Gujarat","Surat","5.3","2.43","458.0"
"137","1996","3","Gujarat","Surat","6.7","2.57","384.0"
"137","1997","3","Gujarat","Surat","6.2","3.26","526.0"
"137","1998","3","Gujarat","Surat","4.5","2.47","549.0"
"137","1999","3","Gujarat","Surat","6.1","2.02","331.0"
"137","2000","3","Gujarat","Surat","6.2","1.31","211.0"
"137","2001","3","Gujarat","Surat","6.5","1.46","225.0"
"137","2002","3","Gujarat","Surat","8.0","2.3","288.0"
"137","2003","3","Gujarat","Surat","4.2","1.68","400.0"
"137","2004","3","Gujarat","Surat","7.0","3.06","437.0"
"137","2005","3","Gujarat","Surat","5.5","3.08","560.0"
"137","2006","3","Gujarat","Surat","6.6","2.64","400.0"
"137","2007","3","Gujarat","Surat","6.8","3.71","546.0"
"137","2008","3","Gujarat","Surat","3.4","1.46","429.0"
"137","2009","3","Gujarat","Surat","0.8","0.48","600.0"
"137","2010","3","Gujarat","Surat","1.3","0.67","515.0"
"137","2011","3","Gujarat","Surat","9.0","5.75","639.0"
"137","2012","3","Gujarat","Surat","3.8","1.34","353.0"
"137","2013","3","Gujarat","Surat","3.26","2.35","721.0"
"137","2014","3","Gujarat","Surat","6.72","3.96","589.0"
"137","2015","3","Gujarat","Surat","6.27","3.73","595.0"
"137","2016","3","Gujarat","Surat","2.88","1.91","663.0"
"137","2017","3","Gujarat","Surat","4.34","5.69","1311.0"
"138","1990","3","Gujarat","Surendranagar","267.4","57.49","215.0"
"138","1991","3","Gujarat","Surendranagar","323.3","35.79","111.0"
"138","1992","3","Gujarat","Surendranagar","333.8","55.32","166.0"
"138","1993","3","Gujarat","Surendranagar","329.7","69.07","209.0"
"138","1994","3","Gujarat","Surendranagar","354.59","-1.0","-1.0"
"138","1995","3","Gujarat","Surendranagar","407.0","65.55","161.0"
"138","1996","3","Gujarat","Surendranagar","381.2","81.16","213.0"
"138","1997","3","Gujarat","Surendranagar","403.2","115.86","287.0"
"138","1998","3","Gujarat","Surendranagar","433.3","137.77","318.0"
"138","1999","3","Gujarat","Surendranagar","401.6","71.88","179.0"
"138","2000","3","Gujarat","Surendranagar","407.0","36.64","90.0"
"138","2001","3","Gujarat","Surendranagar","413.0","60.11","146.0"
"138","2002","3","Gujarat","Surendranagar","391.6","38.91","99.0"
"138","2003","3","Gujarat","Surendranagar","384.5","104.13","271.0"
"138","2004","3","Gujarat","Surendranagar","407.1","165.92","408.0"
"138","2005","3","Gujarat","Surendranagar","422.6","167.16","396.0"
"138","2006","3","Gujarat","Surendranagar","434.1","183.01","422.0"
"138","2007","3","Gujarat","Surendranagar","448.2","198.88","444.0"
"138","2008","3","Gujarat","Surendranagar","448.7","141.15","315.0"
"138","2009","3","Gujarat","Surendranagar","455.8","174.42","383.0"
"138","2010","3","Gujarat","Surendranagar","499.1","275.46","552.0"
"138","2011","3","Gujarat","Surendranagar","477.2","291.53","611.0"
"138","2012","3","Gujarat","Surendranagar","369.1","75.4","204.0"
"138","2013","3","Gujarat","Surendranagar","407.12","241.88","594.0"
"138","2014","3","Gujarat","Surendranagar","367.4","212.0","577.0"
"138","2015","3","Gujarat","Surendranagar","371.41","231.3","623.0"
"138","2016","3","Gujarat","Surendranagar","359.73","140.61","391.0"
"138","2017","3","Gujarat","Surendranagar","396.06","239.33","604.0"
"139","1990","10","Rajasthan","Ajmer","9.95","1.47","148.0"
"139","1991","10","Rajasthan","Ajmer","9.23","0.89","96.0"
"139","1992","10","Rajasthan","Ajmer","6.16","1.06","172.0"
"139","1993","10","Rajasthan","Ajmer","7.67","1.59","207.0"
"139","1994","10","Rajasthan","Ajmer","7.6","1.4","184.0"
"139","1995","10","Rajasthan","Ajmer","11.38","3.02","265.0"
"139","1996","10","Rajasthan","Ajmer","10.68","2.19","205.0"
"139","1997","10","Rajasthan","Ajmer","16.0","5.31","332.0"
"139","1998","10","Rajasthan","Ajmer","15.03","2.15","143.0"
"139","1999","10","Rajasthan","Ajmer","14.38","1.93","134.0"
"139","2000","10","Rajasthan","Ajmer","8.16","2.1","257.0"
"139","2001","10","Rajasthan","Ajmer","11.59","3.59","310.0"
"139","2002","10","Rajasthan","Ajmer","9.18","0.76","83.0"
"139","2003","10","Rajasthan","Ajmer","6.14","1.52","248.0"
"139","2004","10","Rajasthan","Ajmer","12.33","4.11","333.0"
"139","2005","10","Rajasthan","Ajmer","10.41","1.78","171.0"
"139","2006","10","Rajasthan","Ajmer","5.61","2.03","362.0"
"139","2007","10","Rajasthan","Ajmer","5.13","2.16","421.0"
"139","2008","10","Rajasthan","Ajmer","6.33","1.86","294.0"
"139","2009","10","Rajasthan","Ajmer","6.45","0.76","118.0"
"139","2010","10","Rajasthan","Ajmer","3.28","0.97","296.0"
"139","2011","10","Rajasthan","Ajmer","11.67","3.76","322.0"
"139","2012","10","Rajasthan","Ajmer","31.2","1.07","34.0"
"139","2013","10","Rajasthan","Ajmer","15.28","1.45","95.0"
"139","2014","10","Rajasthan","Ajmer","17.29","1.89","109.0"
"139","2015","10","Rajasthan","Ajmer","14.4","1.16","81.0"
"139","2016","10","Rajasthan","Ajmer","9.85","5.51","560.0"
"139","2017","10","Rajasthan","Ajmer","12.06","1.68","139.0"
"140","1990","10","Rajasthan","Alwar","0.34","0.12","353.0"
"140","1991","10","Rajasthan","Alwar","0.84","0.25","298.0"
"140","1992","10","Rajasthan","Alwar","2.8","1.01","361.0"
"140","1993","10","Rajasthan","Alwar","4.38","1.21","276.0"
"140","1994","10","Rajasthan","Alwar","3.44","1.05","305.0"
"140","1995","10","Rajasthan","Alwar","12.48","4.2","337.0"
"140","1996","10","Rajasthan","Alwar","19.88","4.49","226.0"
"140","1997","10","Rajasthan","Alwar","10.4","1.96","188.0"
"140","1998","10","Rajasthan","Alwar","15.13","3.42","226.0"
"140","1999","10","Rajasthan","Alwar","14.52","3.37","232.0"
"140","2000","10","Rajasthan","Alwar","9.84","2.93","298.0"
"140","2001","10","Rajasthan","Alwar","15.7","2.63","168.0"
"140","2002","10","Rajasthan","Alwar","13.87","3.98","287.0"
"140","2003","10","Rajasthan","Alwar","19.36","6.82","352.0"
"140","2004","10","Rajasthan","Alwar","29.52","9.3","315.0"
"140","2005","10","Rajasthan","Alwar","19.24","5.12","266.0"
"140","2006","10","Rajasthan","Alwar","7.23","3.03","419.0"
"140","2007","10","Rajasthan","Alwar","2.97","1.07","360.0"
"140","2008","10","Rajasthan","Alwar","2.37","0.95","401.0"
"140","2009","10","Rajasthan","Alwar","4.33","1.69","390.0"
"140","2010","10","Rajasthan","Alwar","3.68","1.54","418.0"
"140","2011","10","Rajasthan","Alwar","8.75","3.44","393.0"
"140","2012","10","Rajasthan","Alwar","16.51","1.31","79.0"
"140","2013","10","Rajasthan","Alwar","12.71","0.79","62.0"
"140","2014","10","Rajasthan","Alwar","20.54","1.82","89.0"
"140","2015","10","Rajasthan","Alwar","28.69","2.33","81.0"
"140","2016","10","Rajasthan","Alwar","35.46","21.56","608.0"
"140","2017","10","Rajasthan","Alwar","46.16","3.99","86.0"
"141","1990","10","Rajasthan","Banswara","12.4","2.25","181.0"
"141","1991","10","Rajasthan","Banswara","8.64","0.91","105.0"
"141","1992","10","Rajasthan","Banswara","8.08","1.5","186.0"
"141","1993","10","Rajasthan","Banswara","8.29","2.02","244.0"
"141","1994","10","Rajasthan","Banswara","8.44","0.84","100.0"
"141","1995","10","Rajasthan","Banswara","9.35","2.73","292.0"
"141","1996","10","Rajasthan","Banswara","9.16","2.38","260.0"
"141","1997","10","Rajasthan","Banswara","8.31","2.67","321.0"
"141","1998","10","Rajasthan","Banswara","7.99","1.43","179.0"
"141","1999","10","Rajasthan","Banswara","8.82","2.18","247.0"
"141","2000","10","Rajasthan","Banswara","10.87","1.51","139.0"
"141","2001","10","Rajasthan","Banswara","11.97","1.78","149.0"
"141","2002","10","Rajasthan","Banswara","11.97","0.78","65.0"
"141","2003","10","Rajasthan","Banswara","12.39","6.28","507.0"
"141","2004","10","Rajasthan","Banswara","15.66","4.27","273.0"
"141","2005","10","Rajasthan","Banswara","14.15","5.39","381.0"
"141","2006","10","Rajasthan","Banswara","13.19","2.46","187.0"
"141","2007","10","Rajasthan","Banswara","11.37","3.22","283.0"
"141","2008","10","Rajasthan","Banswara","10.39","2.48","239.0"
"141","2009","10","Rajasthan","Banswara","11.02","3.3","299.0"
"141","2010","10","Rajasthan","Banswara","11.31","4.32","382.0"
"141","2011","10","Rajasthan","Banswara","11.95","4.24","355.0"
"141","2012","10","Rajasthan","Banswara","15.43","0.73","47.0"
"141","2013","10","Rajasthan","Banswara","11.68","0.9","77.0"
"141","2014","10","Rajasthan","Banswara","11.41","0.23","20.0"
"141","2015","10","Rajasthan","Banswara","10.99","0.72","66.0"
"141","2016","10","Rajasthan","Banswara","10.79","3.7","343.0"
"141","2017","10","Rajasthan","Banswara","10.58","1.07","101.0"
"142","1990","10","Rajasthan","Barmer","0.06","0.02","333.0"
"142","1991","10","Rajasthan","Barmer","0.07","0.02","286.0"
"142","1992","10","Rajasthan","Barmer","0.18","0.07","389.0"
"142","1993","10","Rajasthan","Barmer","0.14","0.04","286.0"
"142","1994","10","Rajasthan","Barmer","0.12","0.04","333.0"
"142","1995","10","Rajasthan","Barmer","0.11","0.04","364.0"
"142","1996","10","Rajasthan","Barmer","0.15","0.06","400.0"
"142","1997","10","Rajasthan","Barmer","0.18","0.04","222.0"
"142","1998","10","Rajasthan","Barmer","0.17","0.04","235.0"
"142","1999","10","Rajasthan","Barmer","0.09","0.03","333.0"
"142","2000","10","Rajasthan","Barmer","0.02","0.0","0.0"
"142","2001","10","Rajasthan","Barmer","0.03","0.0","0.0"
"142","2002","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2003","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2004","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2005","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2006","10","Rajasthan","Barmer","0.01","0.01","1000.0"
"142","2007","10","Rajasthan","Barmer","0.01","0.0","0.0"
"142","2008","10","Rajasthan","Barmer","0.01","0.01","1000.0"
"142","2009","10","Rajasthan","Barmer","0.01","0.0","0.0"
"142","2010","10","Rajasthan","Barmer","0.01","0.0","0.0"
"142","2011","10","Rajasthan","Barmer","0.01","0.01","1000.0"
"142","2012","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2013","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2014","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2015","10","Rajasthan","Barmer","0.0","0.0","0.0"
"142","2016","10","Rajasthan","Barmer","0.0","0.0","540.0"
"142","2017","10","Rajasthan","Barmer","-1.0","-1.0","-1.0"
"143","1990","10","Rajasthan","Bharatpur","0.04","0.02","500.0"
"143","1991","10","Rajasthan","Bharatpur","0.02","0.01","500.0"
"143","1992","10","Rajasthan","Bharatpur","0.03","0.01","333.0"
"143","1993","10","Rajasthan","Bharatpur","0.12","0.03","250.0"
"143","1994","10","Rajasthan","Bharatpur","0.15","0.05","333.0"
"143","1995","10","Rajasthan","Bharatpur","1.41","0.53","376.0"
"143","1996","10","Rajasthan","Bharatpur","2.37","0.89","376.0"
"143","1997","10","Rajasthan","Bharatpur","0.86","0.2","233.0"
"143","1998","10","Rajasthan","Bharatpur","1.08","0.25","231.0"
"143","1999","10","Rajasthan","Bharatpur","1.02","0.29","284.0"
"143","2000","10","Rajasthan","Bharatpur","0.61","0.16","262.0"
"143","2001","10","Rajasthan","Bharatpur","1.11","0.1","90.0"
"143","2002","10","Rajasthan","Bharatpur","0.8","0.09","113.0"
"143","2003","10","Rajasthan","Bharatpur","0.86","0.3","349.0"
"143","2004","10","Rajasthan","Bharatpur","1.6","0.47","294.0"
"143","2005","10","Rajasthan","Bharatpur","1.43","0.46","322.0"
"143","2006","10","Rajasthan","Bharatpur","0.49","0.18","367.0"
"143","2007","10","Rajasthan","Bharatpur","0.31","0.12","387.0"
"143","2008","10","Rajasthan","Bharatpur","0.13","0.05","385.0"
"143","2009","10","Rajasthan","Bharatpur","0.15","0.05","333.0"
"143","2010","10","Rajasthan","Bharatpur","0.1","0.04","400.0"
"143","2011","10","Rajasthan","Bharatpur","0.45","0.24","533.0"
"143","2012","10","Rajasthan","Bharatpur","1.53","0.14","92.0"
"143","2013","10","Rajasthan","Bharatpur","1.4","0.14","100.0"
"143","2014","10","Rajasthan","Bharatpur","2.93","0.28","96.0"
"143","2015","10","Rajasthan","Bharatpur","6.16","0.51","83.0"
"143","2016","10","Rajasthan","Bharatpur","7.0","1.93","276.0"
"143","2017","10","Rajasthan","Bharatpur","7.0","0.64","91.0"
"144","1990","10","Rajasthan","Bhilwara","20.57","4.45","216.0"
"144","1991","10","Rajasthan","Bhilwara","21.07","3.07","146.0"
"144","1992","10","Rajasthan","Bhilwara","15.35","2.96","193.0"
"144","1993","10","Rajasthan","Bhilwara","16.03","3.06","191.0"
"144","1994","10","Rajasthan","Bhilwara","11.39","1.88","165.0"
"144","1995","10","Rajasthan","Bhilwara","25.25","5.44","215.0"
"144","1996","10","Rajasthan","Bhilwara","18.92","5.51","291.0"
"144","1997","10","Rajasthan","Bhilwara","23.07","7.09","307.0"
"144","1998","10","Rajasthan","Bhilwara","18.33","5.24","286.0"
"144","1999","10","Rajasthan","Bhilwara","11.82","1.94","164.0"
"144","2000","10","Rajasthan","Bhilwara","7.43","1.54","207.0"
"144","2001","10","Rajasthan","Bhilwara","6.73","1.11","165.0"
"144","2002","10","Rajasthan","Bhilwara","10.64","0.5","47.0"
"144","2003","10","Rajasthan","Bhilwara","6.6","1.39","211.0"
"144","2004","10","Rajasthan","Bhilwara","9.81","1.86","190.0"
"144","2005","10","Rajasthan","Bhilwara","12.84","3.48","271.0"
"144","2006","10","Rajasthan","Bhilwara","6.45","1.57","243.0"
"144","2007","10","Rajasthan","Bhilwara","8.31","3.72","448.0"
"144","2008","10","Rajasthan","Bhilwara","15.95","3.48","218.0"
"144","2009","10","Rajasthan","Bhilwara","23.34","2.67","114.0"
"144","2010","10","Rajasthan","Bhilwara","12.91","5.42","420.0"
"144","2011","10","Rajasthan","Bhilwara","38.96","18.6","477.0"
"144","2012","10","Rajasthan","Bhilwara","50.77","4.54","89.0"
"144","2013","10","Rajasthan","Bhilwara","39.48","3.75","95.0"
"144","2014","10","Rajasthan","Bhilwara","45.36","4.33","95.0"
"144","2015","10","Rajasthan","Bhilwara","44.39","3.57","80.0"
"144","2016","10","Rajasthan","Bhilwara","31.42","18.15","577.0"
"144","2017","10","Rajasthan","Bhilwara","41.47","4.87","118.0"
"145","1990","10","Rajasthan","Bikaner","9.25","3.4","368.0"
"145","1991","10","Rajasthan","Bikaner","10.68","4.64","434.0"
"145","1992","10","Rajasthan","Bikaner","14.75","0.53","36.0"
"145","1993","10","Rajasthan","Bikaner","19.56","6.07","310.0"
"145","1994","10","Rajasthan","Bikaner","19.82","5.7","288.0"
"145","1995","10","Rajasthan","Bikaner","26.88","9.37","349.0"
"145","1996","10","Rajasthan","Bikaner","34.1","6.82","200.0"
"145","1997","10","Rajasthan","Bikaner","32.03","6.32","197.0"
"145","1998","10","Rajasthan","Bikaner","35.76","12.37","346.0"
"145","1999","10","Rajasthan","Bikaner","35.88","7.77","217.0"
"145","2000","10","Rajasthan","Bikaner","30.69","5.35","174.0"
"145","2001","10","Rajasthan","Bikaner","17.34","2.0","115.0"
"145","2002","10","Rajasthan","Bikaner","12.75","0.19","15.0"
"145","2003","10","Rajasthan","Bikaner","9.99","1.95","195.0"
"145","2004","10","Rajasthan","Bikaner","5.91","1.09","184.0"
"145","2005","10","Rajasthan","Bikaner","14.7","4.66","317.0"
"145","2006","10","Rajasthan","Bikaner","4.26","1.42","333.0"
"145","2007","10","Rajasthan","Bikaner","4.35","1.38","317.0"
"145","2008","10","Rajasthan","Bikaner","0.79","0.27","342.0"
"145","2009","10","Rajasthan","Bikaner","5.13","0.31","60.0"
"145","2010","10","Rajasthan","Bikaner","0.51","0.15","294.0"
"145","2011","10","Rajasthan","Bikaner","7.34","3.02","411.0"
"145","2012","10","Rajasthan","Bikaner","1.72","0.14","81.0"
"145","2013","10","Rajasthan","Bikaner","0.75","0.07","93.0"
"145","2014","10","Rajasthan","Bikaner","0.75","0.04","53.0"
"145","2015","10","Rajasthan","Bikaner","0.63","0.02","32.0"
"145","2016","10","Rajasthan","Bikaner","0.66","0.39","596.0"
"145","2017","10","Rajasthan","Bikaner","2.4","0.24","99.0"
"146","1990","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","1991","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","1992","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","1993","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","1994","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","1995","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","1996","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","1997","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","1998","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","1999","10","Rajasthan","Bundi","0.03","0.01","333.0"
"146","2000","10","Rajasthan","Bundi","0.02","0.01","500.0"
"146","2001","10","Rajasthan","Bundi","0.11","0.01","91.0"
"146","2002","10","Rajasthan","Bundi","0.04","0.0","0.0"
"146","2003","10","Rajasthan","Bundi","0.02","0.01","500.0"
"146","2004","10","Rajasthan","Bundi","0.05","0.02","400.0"
"146","2005","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","2006","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","2007","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","2008","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","2009","10","Rajasthan","Bundi","0.01","0.0","0.0"
"146","2010","10","Rajasthan","Bundi","0.0","0.0","0.0"
"146","2011","10","Rajasthan","Bundi","0.06","0.03","500.0"
"146","2012","10","Rajasthan","Bundi","0.1","0.01","100.0"
"146","2013","10","Rajasthan","Bundi","0.06","0.01","167.0"
"146","2014","10","Rajasthan","Bundi","0.09","0.01","111.0"
"146","2015","10","Rajasthan","Bundi","0.08","0.01","125.0"
"146","2016","10","Rajasthan","Bundi","0.18","0.11","596.0"
"146","2017","10","Rajasthan","Bundi","0.27","0.03","99.0"
"147","1990","10","Rajasthan","Chittorgarh","2.28","0.37","162.0"
"147","1991","10","Rajasthan","Chittorgarh","1.32","0.35","265.0"
"147","1992","10","Rajasthan","Chittorgarh","0.97","0.17","175.0"
